name,level,type,city,district,address,longitude,latitude
基隆市立醫院,B,喘息服務,基隆市,信義區,基隆市信義區東信路２８２號,121.7619835,25.1296063
新北市雙溪區衛生所,B,專業照護服務,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567,25.03798866
新北市雙溪區衛生所,A,個案管理服務,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567,25.03798866
財團法人天下為公社會福利慈善事業基金會,B,喘息服務,新北市,雙溪區,新北市雙溪區新基里新基西街19號,121.8655624,25.03748894
新北市雙溪區衛生所,C,巷弄長照站,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567,25.03798866
財團法人天下為公社會福利慈善事業基金會,C,巷弄長照站,新北市,雙溪區,新北市雙溪區新基里新基西街19號,121.8655624,25.03748894
新北市雙溪區衛生所,B,居家失能個案家庭醫師照護服務,新北市,雙溪區,新北市雙溪區新基里新基南街18號,121.8662567,25.03798866
桃園市私立龍德老人長期照顧中心,B,喘息服務,桃園市,新屋區,桃園市新屋區三民路265巷68號,121.1053162,24.9678154
衛生福利部桃園醫院新屋分院附設居家護理所,B,專業照護服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.1069565,24.96974182
桃園市新屋區衛生所,B,專業照護服務,桃園市,新屋區,桃園市新屋區中山路239號,121.1065826,24.97253418
桃園市新屋區石磊社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區石磊里9號,121.0879669,24.99666023
桃園市新屋區永興社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區永興里文化路3段1163巷76號,121.0448151,25.00843048
桃園市新屋區下埔社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區下埔里10-3號,121.2047043,24.85390472
桃園市新屋區永安社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區新屋里保生路55號,121.0280457,24.98815537
桃園市新屋區後庄社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區東明里五鄰東福路2段515號,121.0828323,24.97647285
桃園市新屋區後湖社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區新生里三民路1段68號,121.1001587,24.96981239
桃園市新屋區下田社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區下田里中山西路二段780號,121.0581436,24.98334694
桃園市新屋區埔頂社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區埔頂里24號,121.1098099,24.95436287
桃園市新屋區笨港社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區笨港里8號,121.0263138,24.97424698
桃園市私立高強居家長照機構,B,居家服務,桃園市,新屋區,桃園市新屋區大智路48號,121.106308,24.9701767
桃園市新屋區東明社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區東明里4鄰上庄子5號,121.0884323,24.97149086
桃園市新屋區永興社區發展協會,B,營養餐飲服務,桃園市,新屋區,桃園市新屋區永興里文化路3段1163巷76號,121.0448151,25.00843048
桃園市新屋區?榔社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區?榔里8鄰9號,121.0503769,24.97122192
桃園市新屋區老人會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區九斗里2鄰34之1號,121.1240005,24.96145248
桃園市新屋區大坡社區發展協會,B,營養餐飲服務,桃園市,新屋區,桃園市新屋區大坡里5-1號,121.0382843,24.96014786
祐康護理之家,B,喘息服務,桃園市,新屋區,桃園市新屋區深圳里4鄰文化路一段823巷29號,121.0105209,24.95493698
桃園市新屋區石磊社區發展協會,B,營養餐飲服務,桃園市,新屋區,桃園市新屋區石磊里9號,121.0879669,24.99666023
桃園市新屋區大坡社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區大坡里5-1號,121.0382843,24.96014786
桃園市新屋區社子社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區社子里3-1號,121.0765076,24.96204376
桃園市私立博愛老人長期照顧中心,B,喘息服務,桃園市,新屋區,桃園市新屋區3鄰上庄子5之5號,121.0700226,24.97796631
桃園市新屋區頭洲社區發展協會,B,營養餐飲服務,桃園市,新屋區,桃園市新屋區頭洲里中山東路2段668巷48號2樓,121.1440506,24.96254539
衛生福利部桃園醫院新屋分院,B,專業照護服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.1069565,24.96974182
桃園市新屋區頭洲社區發展協會,C,巷弄長照站,桃園市,新屋區,桃園市新屋區頭洲里中山東路2段668巷48號2樓,121.1440506,24.96254539
衛生福利部桃園醫院新屋分院新屋區,A,個案管理服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.0734558,24.9823246
衛生福利部桃園醫院新屋分院觀音區,A,個案管理服務,桃園市,新屋區,桃園市新屋區新福二路6號,121.0308838,24.98574638
嘉義縣竹崎鄉衛生所附設居家護理所,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村文化路19之1號,120.5521164,23.52140808
嘉義縣私立長青老人養護中心,B,喘息服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村灣橋340巷22號,120.4001694,23.42874146
保健藥局,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村元興路119號,120.5592346,23.48530006
臺中榮民總醫院灣橋分院附設護理之家,B,日間照顧服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188
臺中榮民總醫院灣橋分院,B,居家服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188
臺中榮民總醫院灣橋分院,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188
德勝藥局,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村中山路184號,120.5504913,23.52135277
嘉義縣竹崎鄉衛生所,B,專業照護服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村文化路19之1號,120.5521164,23.52140808
大林樂齡居家物理治療所-沙坑,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉沙坑村61號,120.5194397,23.52916336
佛教慈濟醫療財團法人大林慈濟醫院竹崎環保教育站,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村灣橋村埤堂20號,120.4955215,23.49545479
嘉義縣竹崎鄉衛生所,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉竹崎村文化路19之1號,120.5521164,23.52140808
陽明醫院,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉和平村5鄰坑仔坪139之1號,120.5492706,23.51743889
嘉義縣竹崎鄉昇平社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉昇平村頂埔6鄰96-1號,120.5647049,23.4755249
臺中榮民總醫院灣橋分院-,A,個案管理服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5063782,23.48777962
嘉義縣竹崎鄉義和社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉義和村2鄰山子門23號,120.4989624,23.50798607
嘉義縣竹崎鄉復金社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉復金村覆鼎金59-1號,120.5694427,23.52822876
臺中榮民總醫院灣橋分院-竹崎鄉緞繻社區活動中心,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉緞繻村19鄰松腳50號,120.5954285,23.52365875
臺中榮民總醫院灣橋分院居家長照機構,B,喘息服務,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5065155,23.48769188
嘉義縣竹崎鄉灣橋社區發展協會,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村16鄰灣橋172號,120.5067368,23.49077606
臺中榮民總醫院灣橋分院附設護理之家,C,巷弄長照站,嘉義縣,竹崎鄉,嘉義縣竹崎鄉灣橋村石麻園38號,120.5063782,23.48777962
私立承康護理之家,B,喘息服務,新北市,土城區,新北市土城區中央路二段191號4樓、4樓之1及中正路1號4樓,121.4421692,24.97553444
同仁物理治療所,B,專業照護服務,新北市,土城區,新北市土城區埤林里中央路四段127號,121.4163055,24.95754242
同仁醫院附設土城護理之家,B,喘息服務,新北市,土城區,新北市土城區中央路四段127號1至8樓、2樓之1至8樓之1,121.4163055,24.95754242
廣川醫院,B,專業照護服務,新北市,土城區,新北市土城區裕民路276號,121.4549713,24.98238182
同仁醫院附設土城護理之家,B,日間照顧服務,新北市,土城區,新北市土城區中央路四段127號1至8樓、2樓之1至8樓之1,121.4163055,24.95754242
璟馨居家護理所,B,專業照護服務,新北市,土城區,新北市土城區延吉里延吉街76號3樓,121.4710083,24.98661995
新北市土城區祖田里辦公處,B,喘息服務,新北市,土城區,新北市土城區土城里中央路四段283之1號,121.4127579,24.95394707
新北市私立迦勒老人長期照顧中心,B,喘息服務,新北市,土城區,新北市土城區延壽路9號,121.4713287,24.99030876
福康居家護理所,B,專業照護服務,新北市,土城區,新北市土城區學享街58號9樓之9,121.4522324,24.98637581
璟馨居家護理所,A,個案管理服務,新北市,土城區,新北市土城區延吉里延吉街76號3樓,121.4710083,24.98661995
新北市土城區雲溪社區發展協會,B,喘息服務,新北市,土城區,新北市土城區清溪里清水路243號1樓,121.4614944,24.98343277
宏奇藥局,B,專業照護服務,新北市,土城區,新北市土城區延吉街126號,121.4694366,24.98591805
新北市土城區祖田里辦公處,B,營養餐飲服務,新北市,土城區,新北市土城區土城里中央路四段283之1號,121.4127579,24.95394707
佳慈居家護理所,B,專業照護服務,新北市,土城區,新北市土城區學府路二段65號1樓,121.4489594,24.98094559
元復醫院附設護理之家,B,喘息服務,新北市,土城區,新北市土城區慶樂街25號1、2、3樓,121.4391327,24.97273445
社團法人中華民國照顧服務員專業發展協會附設新北市私立居家式服務類長期照顧服務機構,B,居家服務,新北市,土城區,新北市土城區永豐里金城路三段71號,121.4662476,24.98723984
新北市土城區雲溪社區發展協會,C,巷弄長照站,新北市,土城區,新北市土城區清溪里清水路243號1樓,121.4614944,24.98343277
仁安醫院附設居家護理所,B,專業照護服務,新北市,土城區,新北市土城區貨饒里中央路一段62號,121.4474258,24.98958778
新北市土城區祖田里辦公處,C,巷弄長照站,新北市,土城區,新北市土城區土城里中央路四段283之1號,121.4127579,24.95394707
社團法人中華民國照顧服務員專業發展協會附設新北市私立居家式服務類長期照顧服務機構,B,喘息服務,新北市,土城區,新北市土城區永豐里金城路三段71號,121.4662476,24.98723984
璟馨居家護理所,B,營養餐飲服務,新北市,土城區,新北市土城區延吉里延吉街76號3樓,121.4710083,24.98661995
好家人健康長期照護事業有限公司附設新北市私立延吉居家長照機構,B,居家服務,新北市,土城區,新北市土城區延吉街253巷20號1樓,121.4677734,24.98405647
大心小客車租賃有限公司,B,交通接送服務,新北市,土城區,新北市土城區福祥街95巷3號3樓,121.4410629,24.98140526
私立健生護理之家,B,喘息服務,新北市,土城區,新北市土城區中華路一段14號1、2、3樓,121.4475861,24.99071312
同仁物理治療所,B,喘息服務,新北市,土城區,新北市土城區埤林里中央路四段127號,121.4163055,24.95754242
頂埔中心診所,B,居家失能個案家庭醫師照護服務,新北市,土城區,新北市土城區中央路四段286號,121.4143066,24.95642853
財團法人大漢溪教育基金會附設新北市私立土城永寧社區長照機構,B,日間照顧服務,新北市,土城區,新北市土城區大安里6鄰中央路三段130之5號及130之6號2樓,121.4344254,24.96593285
新北市私立木新居護理之家,B,喘息服務,新北市,土城區,新北市土城區清水路114號3樓至5樓,121.458046,24.98142624
財團法人大漢溪教育基金會附設新北市私立土城永寧社區長照機構,B,喘息服務,新北市,土城區,新北市土城區大安里6鄰中央路三段130之5號及130之6號2樓,121.4344254,24.96593285
社團法人中華民國照顧服務員專業發展協會,A,個案管理服務,新北市,土城區,新北市土城區延安街40號5樓,121.4674377,24.98515129
新北市土城區長風里辦公處,C,巷弄長照站,新北市,土城區,新北市土城區長風里順風路27號1樓,121.4403076,24.9767704
新北市土城區清化里辦公處,C,巷弄長照站,新北市,土城區,新北市土城區清和里青雲路368號4樓,121.4586029,24.97383881
同仁物理治療所,C,巷弄長照站,新北市,土城區,新北市土城區埤林里中央路四段127號,121.4163055,24.95754242
新北市私立璟馨居家式服務類長期照顧服務機構,B,居家服務,新北市,土城區,新北市土城區延吉里延吉街76號,121.4710236,24.98667908
新北市政府委託財團法人私立廣恩老人養護中心辦理土城頂埔社區長照機構,B,日間照顧服務,新北市,土城區,新北市土城區中央路四段271巷12號,121.4147644,24.95381737
新北市土城區清化里辦公處,B,喘息服務,新北市,土城區,新北市土城區清和里青雲路368號4樓,121.4586029,24.97383881
廣全家庭醫學科診所,B,居家失能個案家庭醫師照護服務,新北市,土城區,新北市土城區學府路1段170號,121.4538879,24.98661232
社團法人中華民國照顧服務員專業發展協會,B,營養餐飲服務,新北市,土城區,新北市土城區延安街40號5樓,121.4674377,24.98515129
新北市私立璟馨居家式服務類長期照顧服務機構,B,喘息服務,新北市,土城區,新北市土城區延吉里延吉街76號,121.4710236,24.98667908
仁安醫院,B,專業照護服務,新北市,土城區,新北市土城區中央路一段62號,121.4474258,24.98956108
好家人健康長期照護事業有限公司附設新北市私立延吉居家長照機構,B,喘息服務,新北市,土城區,新北市土城區延吉街253巷20號1樓,121.4677734,24.98405647
好家人健康長期照護事業有限公司附設新北市私立延吉居家長照機構,A,個案管理服務,新北市,土城區,新北市土城區延吉街253巷20號1樓,121.4677734,24.98405647
社團法人台北市康復之友協會,C,巷弄長照站,新北市,土城區,新北市土城區員信里中正路18號6樓,121.4430084,24.97507477
新北市私立大眾老人養護中心,B,喘息服務,新北市,土城區,新北市土城區清水路114號2樓,121.458046,24.98142624
財團法人切膚之愛社會福利慈善事業基金會附設彰化縣私立魏愛倫學苑綜合式服務類長期照顧服務機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市彰安里民族路209號,120.5387878,24.07064819
彰化基督教醫療財團法人彰化基督教醫院,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市南校街135號,120.5446854,24.0711422
漢銘醫院,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.5356445,24.06126785
彰化基督教醫療財團法人彰化基督教醫院,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市南校街135號,120.5446854,24.0711422
彰化縣?本快樂協進會附設彰化縣私立彰化長樂社區式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市崙平平和一街134號,120.5282822,24.06770706
秀傳醫療社團法人秀傳紀念醫院,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市中山路一段542號,120.5374451,24.06476974
財團法人切膚之愛社會福利慈善事業基金會,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市博愛街53巷85號,120.5461349,24.07276344
有限責任彰化縣祐安照顧服務勞動合作社附設彰化縣私立祐安居家式服務類長期照顧服務機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市光復里延和街52號,120.5360641,24.05997849
秀傳醫療社團法人秀傳紀念醫院,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市中山路一段542號,120.5374451,24.06476974
永安診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市興北里三民路207號,120.5424423,24.08561897
彰化縣私立長安居家長照機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市崙平里中央路184號,120.5296555,24.0654335
彰化縣彰化市光復社區發展協會,B,喘息服務,彰化縣,彰化市,彰化縣彰化市光復里光復里民生路279之3號,120.5422592,24.08201599
量心居家職能治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市進德路2巷179號,120.5612183,24.08286095
廖慶龍骨科診所,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市中正路一段452號,120.54216,24.08261871
彰化縣關懷長青協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市文化里文化里中民街14巷6號,120.5465546,24.08573914
彰化基督教醫療財團法人彰化基督教醫院,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南校街135號,120.5446854,24.0711422
永安診所,B,喘息服務,彰化縣,彰化市,彰化縣彰化市興北里三民路207號,120.5424423,24.08561897
財團法人切膚之愛社會福利慈善事業基金會附設彰化縣私立魏愛倫學苑綜合式服務類長期照顧服務機構,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市彰安里民族路209號,120.5387878,24.07064819
順緣小客車租賃車行,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市彰南路一段314號,120.5730515,24.08571434
彰化縣?本快樂協進會附設彰化縣私立彰化長樂社區式服務類長期照顧服務機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市崙平里1鄰平和一街134號,120.5283203,24.0676918
彰化縣?本快樂協進會附設彰化縣私立芬園長樂社區式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市平和一街134號,120.5283203,24.0676918
彰化縣彰化市長樂社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市長樂里長樂里和平路99號,120.5402298,24.08212662
財團法人彰化縣私立美家堡社會福利慈善事業基金會附設彰化縣私立美家堡居家長照機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市中央路184號10樓之8,120.5296555,24.06564522
成功社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市成功里中山路2段67巷10號,120.5401077,24.06882858
榮癸貞中醫診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市向陽里向陽里崙平南路143號,120.5254211,24.06336784
彰化縣私立崇愛老人長期照護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市和平里金馬路3段912號2至5樓,120.5311356,24.07374954
彰化縣?本快樂協進會附設彰化縣私立彰化長樂社區式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市崙平里1鄰平和一街134號,120.5283203,24.0676918
彰化縣彰化市西勢社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市西勢里西勢里忠誠路1號,120.5345917,24.08388329
財團法人切膚之愛社會福利慈善事業基金會附設彰化縣私立魏愛倫學苑綜合式服務類長期照顧服務機構,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市彰安里民族路209號,120.5387878,24.07064819
有限責任彰化縣祐安照顧服務勞動合作社附設彰化縣私立祐安居家式服務類長期照顧服務機構,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市光復里延和街52號,120.5360641,24.05997849
賴政光耳鼻喉科診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市福山里彰南路一段433號,120.5762634,24.08597183
同樂職能治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中山路一段323號,120.53479,24.0605011
社團法人耆樂社會福利發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市陽明里陽明里中正路1段100號3樓,120.5501404,24.08448219
彰宜居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市向陽里崙平南路435號,120.5281754,24.06445694
美家人力資源股份有限公司附設彰化縣私立樂齡居家長照機構,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市崙平里中華西路371號10樓之2,120.5266953,24.06874466
陽光小兒科診所,B,居家失能個案家庭醫師照護服務,彰化縣,彰化市,彰化縣彰化市大竹里大竹里彰南路2段217號,120.5815964,24.08492088
彰化縣私立群燕老人養護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市平和里林森路157號,120.526001,24.07267761
彰化縣私立寶祥老人長期照護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市中山路二段605號,120.5452499,24.08059502
臻和居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市延平路447號,120.5410233,24.06285858
財團法人台灣基督教長老教會彰化中會彰山教會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市福山里彰南路一段395巷19號,120.5756149,24.08665657
彰化縣馨福長幼服務協會附設彰化縣私立友善居家長照機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市南興里10鄰中山路一段103巷12弄1號,120.5325165,24.05574608
三和語言治療所附設聽力部門,B,喘息服務,彰化縣,彰化市,彰化縣彰化市成功里大埔路641號,120.5424576,24.06735611
介壽社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市介壽里中興路71巷2號,120.5531921,24.06975365
彰化基督教醫療財團法人附設彰化基督教居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南校街135號,120.5446854,24.0711422
芳鄰居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市向陽里向陽街213巷2弄15號,120.5270386,24.06309891
社團法人彰化縣物理治療師公會,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市永生里華山路10號,120.5430756,24.07453156
子恩居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市延平里延平路138號1樓,120.5438156,24.06051826
南瑤社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市南?里中正路二段675巷33號,120.5361099,24.06744003
彰化縣彰化市牛埔社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市牛埔里牛埔里彰南路3段237號,120.5978851,24.08200073
有限責任彰化縣祐安照顧服務勞動合作社附設彰化縣私立祐安居家式服務類長期照顧服務機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市光復里延和街52號,120.5360641,24.05997849
林?旻診所,B,居家失能個案家庭醫師照護服務,彰化縣,彰化市,彰化縣彰化市長壽街169號,120.5420685,24.08340645
彰化縣私立長安居家長照機構,A,個案管理服務,彰化縣,彰化市,彰化縣彰化市崙平里中央路184號,120.5296555,24.0654335
樂齡社區關懷協會-彰化市華北里,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市華北里南校街160號1樓,120.5438614,24.07234573
家歆居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市雲長路135號2-3樓,120.535759,24.06096458
三和語言治療所附設聽力部門,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市成功里大埔路641號,120.5424576,24.06735611
彰化縣彰化市磚?社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市磚?里彰草路425號,120.521843,24.0775547
彰廷復健科診所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中正路一段100號1+2樓,120.5501633,24.08443642
秀傳醫療社團法人附設秀傳居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中山路一段542號,120.5375061,24.06478691
彰化縣私立建寶社區式服務類長期照顧服務機構,B,家庭托顧服務,彰化縣,彰化市,彰化縣彰化市建寶里介壽北路75巷3弄22號,120.5471039,24.06917191
財團法人切膚之愛社會福利慈善事業基金會附設彰化縣私立魏愛倫學苑綜合式服務類長期照顧服務機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市彰安里民族路209號,120.5387878,24.07064819
賴政光耳鼻喉科診所,B,喘息服務,彰化縣,彰化市,彰化縣彰化市福山里彰南路一段433號,120.5762634,24.08597183
彰化縣私立長安居家長照機構,B,居家服務,彰化縣,彰化市,彰化縣彰化市崙平里中央路184號,120.5296555,24.0654335
彰化縣私立彰居老人長期照顧中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市民族路178-1號,120.5391617,24.07015991
廖慶龍骨科診所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市富貴里信義里中正路1段452號2樓,120.5370941,24.07513809
三和語言治療所附設聽力部門,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市成功里大埔路641號,120.5424576,24.06735611
社團法人彰化縣職能治療師公會,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市華山路10號,120.5430756,24.07453156
如沐居家護理所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市仁愛路102巷7號,120.5374603,24.07017899
彰化縣彰化市向陽社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市向陽里向陽里崙平南路39號,120.5267258,24.06582642
彰化縣彰化市光復社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市光復里光復里民生路279之3號,120.5422592,24.08201599
彰化縣金齡關懷協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市永福里永福里陳稜路2號,120.5445557,24.07942772
彰化縣彰化市西安社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市西安里西安里民族路369號,120.5397186,24.07422447
南西北衛生所,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市華北里旭光路166號,120.5463028,24.07291985
彰化縣梅鑒霧全人關懷協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市竹中里彰南路二段55巷7號,120.5779419,24.08584213
漢銘醫院,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中山路一段366號,120.5356445,24.06126785
社團法人彰化縣益康關懷協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市西興里金馬路三段539巷26弄6號,120.5323944,24.07794762
忠權社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市忠權里自立街146號,120.5370941,24.08606911
彰化縣私立吉祥老人養護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市光復路25號,120.5451126,24.08086586
樂說居家物理治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南興街1巷60號,120.5320358,24.05757332
彰化縣私立晨星社區長照機構,B,家庭托顧服務,彰化縣,彰化市,彰化縣彰化市延平里16鄰埔中一街62巷8號,120.5418777,24.06272888
健祥田園護理之家,B,喘息服務,彰化縣,彰化市,彰化縣彰化市埔內街27巷66號,120.5429459,24.05821228
明傑租賃有限公司,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市南興街227巷1號1樓,120.5327148,24.06078911
樂說語言治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市和調里竹和路40巷22號,120.5549774,24.08385086
彰化縣?本快樂協進會附設彰化縣私立芬園長樂社區式服務類長期照顧服務機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市平和一街134號,120.5283203,24.0676918
樂說居家職能治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市南興街1巷60號,120.5320358,24.05757332
復興社區發展協會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市復興里自由街38巷53號,120.5620728,24.0852356
德彰居家物理治療所,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市埔西街150巷5號2樓,120.5387878,24.05880356
春生堂護理之家,B,喘息服務,彰化縣,彰化市,彰化縣彰化市彰草路425號5.6.7樓,120.521843,24.0775547
財團法人臺灣省私立台中仁愛之家附設彰化縣私立慈惠老人養護中心,B,喘息服務,彰化縣,彰化市,彰化縣彰化市中正里中民街100號,120.5471039,24.08337021
秀傳醫療社團法人秀傳紀念醫院,B,專業照護服務,彰化縣,彰化市,彰化縣彰化市中山路一段542號,120.5374451,24.06476974
財團法人天主聖心基金會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市延平里大埔路666號,120.5431366,24.06812668
財團法人福智慈善基金會,C,巷弄長照站,彰化縣,彰化市,彰化縣彰化市萬安里三民路407號2樓,120.5473328,24.08665466
財團法人切膚之愛社會福利慈善事業基金會附設彰化縣私立魏愛倫學苑綜合式服務類長期照顧服務機構,B,營養餐飲服務,彰化縣,彰化市,彰化縣彰化市彰安里民族路209號,120.5387878,24.07064819
衛生福利部彰化老人養護中心,B,日間照顧服務,彰化縣,彰化市,彰化縣彰化市桃源里虎崗路1號,120.5686417,24.06615639
社團法人彰化縣笑瞇瞇關懷協會,B,交通接送服務,彰化縣,彰化市,彰化縣彰化市光復路25號,120.545105,24.08084488
彰化縣馨福長幼服務協會附設彰化縣私立友善居家長照機構,B,喘息服務,彰化縣,彰化市,彰化縣彰化市南興里10鄰中山路一段103巷12弄1號,120.5325165,24.05574608
彰化基督教醫療財團法人鹿港基督教醫院,A,個案管理服務,彰化縣,鹿港鎮,彰化縣鹿港鎮永安里中正路480號,120.4382401,24.06046104
