name,type,city,district,address,longitude,latitude,capacity,evaluate_year,evaluation_type,evaluation_result,rating_amount,rating_score,rating_average,google
臺南市私立史塔納幼兒園,私立,臺南市,永康區,臺南市永康區仁愛街46-1、46-2號,120.2382924,23.042498,40,104學年度,基礎評鑑,全數指標通過基礎評鑑,27,49,1.814814815,4
臺南市私立白天鵝幼兒園,私立,臺南市,永康區,臺南市永康區大橋一街73巷109號,120.228242,23.017719,162,107學年度,基礎評鑑,全數指標通過基礎評鑑,42,189,4.5,3.5
臺南市私立愛森堡幼兒園,私立,臺南市,永康區,臺南市永康區復華七街150號,120.2479027,23.0161912,303,107學年度,基礎評鑑,全數指標通過基礎評鑑,27,73,2.703703704,4.6
臺南市私立愛幼幼兒園,私立,臺南市,永康區,臺南市永康區大仁街188巷1號,120.258488,23.005585,234,107學年度,基礎評鑑,全數指標通過基礎評鑑,31,155,5,3.2
私立台南家專學校財團法人台南應用科技大學附設臺南市漢家幼兒園,私立,臺南市,永康區,臺南市永康區中正路529號,120.239057,23.039424,240,107學年度,基礎評鑑,部分指標通過基礎評鑑,16,64,4,4.8
臺南市私立聖心幼兒園,私立,臺南市,永康區,臺南市永康區信義街102號,120.270487,23.0108519,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,27,105,3.888888889,1.8
臺南市私立幼幼世界幼兒園,私立,臺南市,永康區,臺南市永康區永華路32巷23號,120.2600696,23.0066771,35,104學年度,基礎評鑑,全數指標通過基礎評鑑,32,90,2.8125,3.6
臺南市私立智全幼兒園,私立,臺南市,永康區,臺南市永康區永正路130號、中正路1巷76號,120.253913,23.027967,125,104學年度,基礎評鑑,全數指標通過基礎評鑑,3,7,2.333333333,3.3
臺南市私立英格堡幼兒園,私立,臺南市,永康區,臺南市永康區龍埔街291巷27號,120.258287,23.0339581,140,104學年度,基礎評鑑,全數指標通過基礎評鑑,46,193,4.195652174,4
臺南市私立派樂特幼兒園,私立,臺南市,永康區,臺南市永康區中華西街196巷66號,120.227059,23.017374,162,104學年度,基礎評鑑,全數指標通過基礎評鑑,18,65,3.611111111,4.3
臺南市私立慈恩幼兒園,私立,臺南市,永康區,臺南市永康區中華西街122巷49號,120.228056,23.015787,104,104學年度,基礎評鑑,全數指標通過基礎評鑑,11,47,4.272727273,4.2
臺南市私立互動幼兒園,私立,臺南市,永康區,臺南市永康區中山東路282號,120.2379076,23.0077488,30,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,48,192,4,4.5
臺南市私立郡豐幼兒園,私立,臺南市,永康區,臺南市永康區東橋二街8號1-3樓,120.235561,23.017244,270,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,24,82,3.416666667,4.9
臺南市私立威爾森東橋幼兒園,私立,臺南市,永康區,臺南市永康區東橋一路128號,120.2347907,23.0176818,300,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,13,44,3.384615385,0.9
臺南市私立英格爾幼兒園,私立,臺南市,永康區,臺南市永康區龍埔街291巷25號,120.258287,23.0339581,79,無評鑑資料,無評鑑資料,無評鑑資料,2,8,4,4.4
臺南市私立巴洛可蒙特梭利幼兒園,私立,臺南市,永康區,臺南市永康區國民路231巷3號,120.2636728,23.0228199,79,無評鑑資料,無評鑑資料,無評鑑資料,4,16,4,3.8
臺南市立歸仁幼兒園,公立,臺南市,歸仁區,臺南市歸仁區信義南路98號,120.3002435,22.9606565,90,102學年度,基礎評鑑,全數指標通過基礎評鑑,8,34,4.25,2.5
臺南市歸仁區歸仁國民小學附設幼兒園,公立,臺南市,歸仁區,臺南市歸仁區文化街一段100號,120.2967334,22.9705429,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,29,122,4.206896552,2.4
臺南市歸仁區保西國民小學附設幼兒園,公立,臺南市,歸仁區,臺南市歸仁區中正北路三段60號,120.2934525,22.9924807,60,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,27,95,3.518518519,3.8
臺南市歸仁區歸南國民小學附設幼兒園,公立,臺南市,歸仁區,臺南市歸仁區民權南路171號,120.2878261,22.9638483,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,50,235,4.7,5
臺南市歸仁區文化國民小學附設幼兒園,公立,臺南市,歸仁區,臺南市歸仁區文化街二段136號,120.289312,22.9711814,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,36,166,4.611111111,3.1
臺南市歸仁區大潭國民小學附設幼兒園,公立,臺南市,歸仁區,臺南市歸仁區中正南路3段97號,120.2716255,22.9143271,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,26,125,4.807692308,3.7
臺南市私立吉尼斯幼兒園,私立,臺南市,歸仁區,臺南市歸仁區民權八街43號,120.2869524,22.9684904,263,107學年度,基礎評鑑,部分指標通過基礎評鑑,38,160,4.210526316,2.7
臺南市私立歸園幼兒園,私立,臺南市,歸仁區,臺南市歸仁區文化街二段55號,120.2915999,22.969907,390,107學年度,基礎評鑑,全數指標通過基礎評鑑,48,226,4.708333333,3.8
臺南市私立至美幼兒園,私立,臺南市,歸仁區,臺南市歸仁區民權南路191巷45號,120.2888904,22.9631968,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,40,200,5,4.2
臺南市私立佳音幼兒園,私立,臺南市,歸仁區,臺南市歸仁區大廟一街149號,120.275204,22.9942699,30,107學年度,基礎評鑑,全數指標通過基礎評鑑,36,140,3.888888889,4.2
臺南市私立中美幼兒園,私立,臺南市,歸仁區,臺南市歸仁區大順街120號,120.2895469,22.965278,232,107學年度,基礎評鑑,全數指標通過基礎評鑑,18,52,2.888888889,2.3
臺南市私立育仁幼兒園,私立,臺南市,歸仁區,臺南市歸仁區民權南路116、118、116之1號,120.2877069,22.9646277,271,107學年度,基礎評鑑,全數指標通過基礎評鑑,37,96,2.594594595,4.3
臺南市私立媬能幼兒園,私立,臺南市,歸仁區,臺南市歸仁區公園路157巷60號,120.296485,22.962489,40,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,35,161,4.6,5
臺南市私立至善幼兒園,私立,臺南市,歸仁區,臺南市歸仁區民生北街130號,120.2810816,22.9717308,420,107學年度,基礎評鑑,全數指標通過基礎評鑑,27,119,4.407407407,3.5
臺南市私立仁愛幼兒園,私立,臺南市,歸仁區,臺南市歸仁區成功三街255號,120.3029842,22.9572526,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,12,60,5,4.6
臺南市私立巨光幼兒園,私立,臺南市,歸仁區,臺南市歸仁區文化北街162號,120.2887621,22.9725778,160,104學年度,基礎評鑑,全數指標通過基礎評鑑,46,193,4.195652174,4.4
臺南市私立新才華幼兒園,私立,臺南市,歸仁區,臺南市歸仁區中正南路一段588號,120.28477,22.95817,221,無評鑑資料,無評鑑資料,無評鑑資料,37,100,2.702702703,2.9
臺南市立新化幼兒園,公立,臺南市,新化區,臺南市新化區太平街176號,120.2992137,23.0379387,60,無評鑑資料,無評鑑資料,無評鑑資料,26,117,4.5,3.4
臺南市新化區大新國民小學附設幼兒園,公立,臺南市,新化區,臺南市新化區太平街176號,120.2992137,23.0379387,105,106學年度,基礎評鑑,全數指標通過基礎評鑑,31,127,4.096774194,3.4
臺南市新化區那拔國民小學附設幼兒園,公立,臺南市,新化區,臺南市新化區54號,120.3493731,23.068485,76,106學年度,基礎評鑑,全數指標通過基礎評鑑,39,179,4.58974359,3.9
臺南市新化區正新國民小學附設幼兒園,公立,臺南市,新化區,臺南市新化區正新路97號,120.302286,23.0328382,90,106學年度,基礎評鑑,全數指標通過基礎評鑑,35,154,4.4,4.3
臺南市新化區新化國民小學附設幼兒園,公立,臺南市,新化區,臺南市新化區中山路173號,120.3106667,23.0375291,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,9,41,4.555555556,5
臺南市私立銘幼幼兒園,私立,臺南市,新化區,臺南市新化區中正路562號,120.306364,23.040764,170,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,27,113,4.185185185,3.6
臺南市私立萌芽希望種籽幼兒園,私立,臺南市,新化區,臺南市新化區復興路240號、242號,120.3109284,23.0346538,75,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,42,105,2.5,3.3
臺南市私立育善幼兒園,私立,臺南市,新化區,臺南市新化區正新北路19號、21號、29號,120.304617,23.041914,210,104學年度,基礎評鑑,全數指標通過基礎評鑑,24,70,2.916666667,3.3
臺南市私立美士堡幼兒園,私立,臺南市,新化區,臺南市新化區復興路187巷9號,120.3111287,23.031375,588,107學年度,基礎評鑑,全數指標通過基礎評鑑,6,28,4.666666667,3.3
臺南市私立聖名幼兒園,私立,臺南市,新化區,臺南市新化區中山路532號,120.3021416,23.036129,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,32,74,2.3125,5
臺南市私立吉姆幼兒園,私立,臺南市,新化區,臺南市新化區中興路755-1號,120.3107231,23.0340017,105,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,4,20,5,5
臺南市私立新化維妮幼兒園,私立,臺南市,新化區,臺南市新化區和平街85號,120.3075375,23.0333189,75,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,29,93,3.206896552,5
臺南市左鎮區左鎮國民小學附設幼兒園,公立,臺南市,左鎮區,臺南市左鎮區7號,120.4038924,23.0556609,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,9,40,4.444444444,3.1
臺南市左鎮區光榮國民小學附設幼兒園,公立,臺南市,左鎮區,臺南市左鎮區61之1號,120.3891516,23.0643112,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,18,90,5,3.3
臺南市玉井區玉井國民小學附設幼兒園,公立,臺南市,玉井區,臺南市玉井區中正路1號,120.4591112,23.1214733,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,25,108,4.32,4.2
臺南市玉井區層林國民小學附設幼兒園,公立,臺南市,玉井區,臺南市玉井區115號,120.4295119,23.0778994,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,44,150,3.409090909,3.3
臺南市私立貝兒幼兒園,私立,臺南市,玉井區,臺南市玉井區中華路232號,120.4623515,23.1237647,100,104學年度,基礎評鑑,全數指標通過基礎評鑑,18,23,1.277777778,1.8
臺南市私立玉沙幼兒園,私立,臺南市,玉井區,臺南市玉井區3-3號,120.4683763,23.1156433,145,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,13,46,3.538461538,3.2
臺南市私立德蕾幼兒園,私立,臺南市,玉井區,臺南市玉井區民生路432號,120.4639079,23.1230044,90,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,46,212,4.608695652,3.2
臺南市楠西區楠西國民小學附設幼兒園,公立,臺南市,楠西區,臺南市楠西區四維路69號,120.4849041,23.1741592,60,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,26,104,4,4.3
臺南市私立佳安幼兒園,私立,臺南市,楠西區,臺南市楠西區信義路57巷40號,120.2994343,23.1307154,120,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,20,84,4.2,3.3
臺南市私立吉兒堡幼兒園,私立,臺南市,楠西區,臺南市楠西區民族路135號,120.483466,23.1803199,48,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,42,210,5,4.4
臺南市南化區南化國民小學附設幼兒園,公立,臺南市,南化區,臺南市南化區17號,120.4701373,23.0445131,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,13,62,4.769230769,1.8
臺南市南化區北寮國民小學附設幼兒園,公立,臺南市,南化區,臺南市南化區110之27號,120.4945321,23.0762392,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,47,179,3.808510638,3.3
臺南市南化區瑞峰國民小學附設幼兒園,公立,臺南市,南化區,臺南市南化區96號,120.595401,23.173716,15,106學年度,基礎評鑑,全數指標通過基礎評鑑,16,70,4.375,2.8
臺南市南化區玉山國民小學附設幼兒園,公立,臺南市,南化區,臺南市南化區48之1號,120.5189747,23.0745448,30,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,34,167,4.911764706,2.4
臺南市南化區西埔國民小學附設幼兒園,公立,臺南市,南化區,臺南市南化區117號,120.4459348,23.0460112,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,29,131,4.517241379,3.9
臺南市私立寶貝熊幼兒園,私立,臺南市,南化區,臺南市南化區南化47-6號,120.474768,23.044195,35,104學年度,基礎評鑑,全數指標通過基礎評鑑,43,176,4.093023256,4.6
臺南市立仁德幼兒園,公立,臺南市,仁德區,臺南市仁德區民安路2段436號,120.2597385,22.947722,406,107學年度,基礎評鑑,全數指標通過基礎評鑑,39,144,3.692307692,4.2
臺南市仁德區仁和國民小學附設幼兒園,公立,臺南市,仁德區,臺南市仁德區108號,120.222193,22.959976,30,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,20,72,3.6,5
臺南市仁德區大甲國民小學附設幼兒園,公立,臺南市,仁德區,臺南市仁德區中正西路360巷20弄42號,120.216472,22.919314,30,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,36,112,3.111111111,3.8
臺南市仁德區依仁國民小學附設幼兒園,公立,臺南市,仁德區,臺南市仁德區港墘3號,120.2611889,22.9129684,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,42,126,3,3.5
臺南市仁德區德南國民小學附設幼兒園,公立,臺南市,仁德區,臺南市仁德區中正路二段209號,120.251143,22.948759,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,45,198,4.4,2.9
臺南市仁德區文賢國民小學附設幼兒園,公立,臺南市,仁德區,臺南市仁德區文賢路一段886號,120.2360976,22.922286,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,22,84,3.818181818,2.6
臺南市仁德區長興國民小學附設幼兒園,公立,臺南市,仁德區,臺南市仁德區土庫路6號,120.2605322,22.9904249,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,27,105,3.888888889,4.6
臺南市私立仁德聖兒幼兒園,私立,臺南市,仁德區,臺南市仁德區中正西路493號,120.2144183,22.9180641,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,27,132,4.888888889,3.3
臺南市私立愛迪堡幼兒園,私立,臺南市,仁德區,臺南市仁德區德崙路120號,120.253989,22.9451451,240,107學年度,基礎評鑑,部分指標通過基礎評鑑,16,64,4,3.2
臺南市私立維也納幼兒園,私立,臺南市,仁德區,臺南市仁德區新田一街61巷46號,120.2579395,22.9511367,220,107學年度,基礎評鑑,全數指標通過基礎評鑑,9,32,3.555555556,4
臺南市私立仁義幼兒園,私立,臺南市,仁德區,臺南市仁德區中正路二段936巷14號,120.2537913,22.9655983,60,107學年度,基礎評鑑,部分指標通過基礎評鑑,39,164,4.205128205,2.1
臺南市私立育昇幼兒園,私立,臺南市,仁德區,臺南市仁德區義林二街116號,120.2602855,22.9715731,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,25,105,4.2,4.3
臺南市私立聖宜幼兒園,私立,臺南市,仁德區,臺南市仁德區仁德五街6號,120.2527247,22.9615563,140,107學年度,基礎評鑑,部分指標通過基礎評鑑,40,132,3.3,4.2
臺南市私立寶琪幼兒園,私立,臺南市,仁德區,臺南市仁德區28-8號,120.2519231,22.9088861,60,103學年度,基礎評鑑,全數指標通過基礎評鑑,11,51,4.636363636,2.5
私立中華醫事科技大學附設臺南市幼兒園,私立,臺南市,仁德區,臺南市仁德區文華一街89號,120.24483,22.960734,120,103學年度,基礎評鑑,全數指標通過基礎評鑑,44,207,4.704545455,3.3
臺南市私立聖母幼兒園,私立,臺南市,仁德區,臺南市仁德區土庫路26號,120.2607289,22.9896779,120,107學年度,基礎評鑑,全數指標通過基礎評鑑,26,81,3.115384615,2.5
臺南市私立大宗幼兒園,私立,臺南市,仁德區,臺南市仁德區中山路328巷11弄2號,120.258095,22.971597,75,107學年度,基礎評鑑,全數指標通過基礎評鑑,34,167,4.911764706,3.2
臺南市私立甜蜜幼兒園,私立,臺南市,仁德區,臺南市仁德區成功二街100號,120.2286215,22.9570661,60,107學年度,基礎評鑑,部分指標通過基礎評鑑,5,15,3,2.2
財團法人中華民國佛教慈濟慈善事業基金會附設臺南市私立台南大愛幼兒園,私立,臺南市,仁德區,臺南市仁德區仁義路226號,120.259505,22.969814,140,103學年度,基礎評鑑,全數指標通過基礎評鑑,30,147,4.9,3.6
臺南市私立小咪咪幼兒園,私立,臺南市,仁德區,臺南市仁德區德洋路83號,120.247349,22.952095,120,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,50,185,3.7,3.4
臺南市私立惠群太子幼兒園,私立,臺南市,仁德區,臺南市仁德區太子二街46號,120.261665,22.989569,90,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,49,225,4.591836735,2.9
臺南市私立熊寶寶幼兒園,私立,臺南市,仁德區,臺南市仁德區德洋二街39巷16弄30號,120.241512,22.9551779,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,15,56,3.733333333,2.9
嘉藥學校財團法人嘉南藥理大學附設臺南市私立嘉藥幼兒園,私立,臺南市,仁德區,臺南市仁德區二仁路一段60號,120.2283076,22.9195715,160,103學年度,基礎評鑑,全數指標通過基礎評鑑,41,152,3.707317073,3.4
臺南市私立明日之星幼兒園,私立,臺南市,仁德區,臺南市仁德區仁義三街275號,120.2586001,22.9690312,105,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,25,90,3.6,3.9
臺南市立關廟幼兒園,公立,臺南市,關廟區,臺南市關廟區文化街3號,120.3240987,22.9598192,106,107學年度,基礎評鑑,部分指標通過基礎評鑑,39,133,3.41025641,1.5
臺南市關廟區關廟國民小學附設幼兒園,公立,臺南市,關廟區,臺南市關廟區東安街70號,120.3310449,22.956979,60,106學年度,基礎評鑑,全數指標通過基礎評鑑,17,56,3.294117647,2.5
臺南市關廟區五甲國民小學附設幼兒園,公立,臺南市,關廟區,臺南市關廟區和平路246號,120.3338947,22.9584949,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,19,53,2.789473684,3.9
臺南市關廟區文和實驗小學附設幼兒園,公立,臺南市,關廟區,臺南市關廟區長文街37號,120.3473046,22.919336,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,22,95,4.318181818,3.3
臺南市關廟區深坑國民小學附設幼兒園,公立,臺南市,關廟區,臺南市關廟區南雄路一段487號,120.3331907,22.9399025,30,106學年度,基礎評鑑,全數指標通過基礎評鑑,38,80,2.105263158,3.5
臺南市關廟區保東國民小學附設幼兒園,公立,臺南市,關廟區,臺南市關廟區關新路一段776號,120.3087629,22.9943772,30,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,13,44,3.384615385,3.5
臺南市關廟區崇和國民小學附設幼兒園,公立,臺南市,關廟區,臺南市關廟區南雄南路568號,120.3518261,22.9041635,30,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,26,88,3.384615385,3.4
臺南市私立真善美幼兒園,私立,臺南市,關廟區,臺南市關廟區東安街136、138號,120.3313109,22.9550149,228,107學年度,基礎評鑑,全數指標通過基礎評鑑,7,19,2.714285714,3.4
臺南市私立正大幼兒園,私立,臺南市,關廟區,臺南市關廟區仁愛路625號,120.3368989,22.968605,95,107學年度,基礎評鑑,部分指標通過基礎評鑑,4,15,3.75,3
臺南市私立昇良幼兒園,私立,臺南市,關廟區,臺南市關廟區花園三街101號,120.334709,22.964299,135,104學年度,基礎評鑑,全數指標通過基礎評鑑,22,70,3.181818182,4
臺南市私立松安幼兒園,私立,臺南市,關廟區,臺南市關廟區松安街63巷2號,120.3368064,22.9563509,90,107學年度,基礎評鑑,部分指標通過基礎評鑑,37,159,4.297297297,4.7
臺南市私立明德幼兒園,私立,臺南市,關廟區,臺南市關廟區明德街19號,120.3346689,22.9603139,30,107學年度,基礎評鑑,部分指標通過基礎評鑑,33,92,2.787878788,4.8
臺南市龍崎區龍崎國民小學附設幼兒園,公立,臺南市,龍崎區,臺南市龍崎區新市子41號,120.359124,22.963915,38,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,34,156,4.588235294,1.4
臺南市官田區官田國民小學附設幼兒園,公立,臺南市,官田區,臺南市官田區11號,120.3420563,23.1887875,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,50,175,3.5,2
臺南市官田區渡拔國民小學附設幼兒園,公立,臺南市,官田區,臺南市官田區77-1號,120.3269035,23.1708873,45,105學年度,基礎評鑑,全數指標通過基礎評鑑,21,53,2.523809524,3.1
臺南市官田區隆田國民小學附設幼兒園,公立,臺南市,官田區,臺南市官田區中山路一段127號,120.3150812,23.1922858,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,22,90,4.090909091,2.5
臺南市私立史丹佛幼兒園,私立,臺南市,官田區,臺南市官田區56-39號,120.326186,23.220376,260,104學年度,基礎評鑑,全數指標通過基礎評鑑,48,216,4.5,3.1
臺南市私立健光幼兒園,私立,臺南市,官田區,臺南市官田區興隆街145號,120.3126992,23.1974739,105,103學年度,基礎評鑑,全數指標通過基礎評鑑,4,20,5,4.2
臺南市私立小森林成長幼兒園,私立,臺南市,官田區,臺南市官田區二鎮69之68號,120.3308515,23.2218367,220,103學年度,基礎評鑑,全數指標通過基礎評鑑,25,63,2.52,3.6
臺南市私立培德幼兒園,私立,臺南市,官田區,臺南市官田區興隆街101號,120.314016,23.1976429,90,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,48,173,3.604166667,4.2
臺南市立麻豆幼兒園,公立,臺南市,麻豆區,臺南市麻豆區溝仔墘2-6號,120.2565378,23.1731553,180,107學年度,基礎評鑑,全數指標通過基礎評鑑,20,60,3,3
臺南市麻豆區麻豆國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區文昌路18號,120.2529205,23.1859149,90,105學年度,無評鑑分類,全數指標改善完畢,9,16,1.777777778,5
臺南市麻豆區文正國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區86號,120.2660243,23.1879742,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,32,99,3.09375,4.8
臺南市麻豆區北勢國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區北勢寮15號,120.239794,23.205259,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,25,125,5,4.7
臺南市麻豆區大山國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區大山腳1號,120.22051,23.191645,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,46,230,5,3.9
臺南市麻豆區培文國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區和平路11號,120.2437222,23.1787272,60,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,28,140,5,4.2
臺南市麻豆區紀安國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區231號,120.2378924,23.151131,30,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,22,92,4.181818182,4.4
臺南市麻豆區港尾國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區9號,120.207288,23.205012,30,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,37,122,3.297297297,2.7
臺南市麻豆區安業國民小學附設幼兒園,公立,臺南市,麻豆區,臺南市麻豆區113號,120.2469457,23.1654247,30,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,34,170,5,3.7
臺南市私立翌愛幼兒園,私立,臺南市,麻豆區,臺南市麻豆區民權路70-31號,120.2526483,23.1783583,67,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,22,92,4.181818182,4.4
臺南市私立福祐幼兒園,私立,臺南市,麻豆區,臺南市麻豆區關帝廟14-18號,120.253342,23.190759,204,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,18,90,5,3.8
臺南市私立小天使幼兒園,私立,臺南市,麻豆區,臺南市麻豆區140-38號,120.248011,23.1747124,100,104學年度,基礎評鑑,全數指標通過基礎評鑑,5,24,4.8,4
臺南市私立麻豆樂人幼兒園,私立,臺南市,麻豆區,臺南市麻豆區中華街22號,120.247045,23.183367,150,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,44,220,5,2.9
國立曾文高級家事商業職業學校附設臺南市私立幼兒園,私立,臺南市,麻豆區,臺南市麻豆區和平路9號,120.2458479,23.179107,90,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,21,74,3.523809524,3.4
臺南市私立大地暘光幼兒園,私立,臺南市,麻豆區,臺南市麻豆區客子寮293號,120.2204141,23.2235885,80,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,12,38,3.166666667,2.2
臺南市私立皮卡丘幼兒園,私立,臺南市,麻豆區,臺南市麻豆區新生南路672號,120.2494571,23.1767608,80,104學年度,基礎評鑑,全數指標通過基礎評鑑,38,190,5,3.2
臺南市佳里區佳興國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區214號,120.1919429,23.1896001,90,105學年度,基礎評鑑,全數指標通過基礎評鑑,4,17,4.25,2.2
臺南市佳里區子龍國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區潭墘5號,120.2025828,23.1739218,60,105學年度,追蹤評鑑,全數指標通過追蹤評鑑,31,81,2.612903226,3.3
臺南市佳里區塭內國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區40號,120.1652448,23.1253948,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,15,50,3.333333333,2.9
臺南市佳里區延平國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區136號,120.1525166,23.1787031,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,30,147,4.9,3.3
臺南市佳里區佳里國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區公園路445號,120.1726507,23.1642878,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,44,141,3.204545455,2.8
臺南市佳里區仁愛國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區仁愛路307號,120.1785295,23.1536201,60,105學年度,基礎評鑑,全數指標通過基礎評鑑,34,146,4.294117647,4.3
臺南市佳里區通興國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區5之1號,120.157702,23.1438983,30,105學年度,基礎評鑑,全數指標通過基礎評鑑,31,93,3,3
臺南市佳里區信義國民小學附設幼兒園,公立,臺南市,佳里區,臺南市佳里區信義一街336號,120.1820671,23.1597503,30,106學年度,追蹤評鑑,全數指標通過追蹤評鑑,48,154,3.208333333,4.4
臺南市私立勁寶兒唯馨幼兒園,私立,臺南市,佳里區,臺南市佳里區光華街130巷47弄50號,120.169401,23.167281,120,103學年度,基礎評鑑,全數指標通過基礎評鑑,43,108,2.511627907,3.1
臺南市私立威爾森佳里幼兒園,私立,臺南市,佳里區,臺南市佳里區49-41號,120.1729635,23.1689572,150,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,18,63,3.5,3.9
臺南市私立佳佳幼兒園,私立,臺南市,佳里區,臺南市佳里區121-2號,120.1681664,23.1601426,242,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,31,102,3.290322581,2.9
臺南市私立佳里崧安幼兒園,私立,臺南市,佳里區,臺南市佳里區佳西路392號,120.3368064,22.9563509,120,104學年度,基礎評鑑,全數指標通過基礎評鑑,24,62,2.583333333,3.1
臺南市私立維多利亞幼兒園,私立,臺南市,佳里區,臺南市佳里區祥和五街71號,120.1764969,23.1529223,95,104學年度,基礎評鑑,全數指標通過基礎評鑑,6,9,1.5,5
臺南市私立立人幼兒園,私立,臺南市,佳里區,臺南市佳里區76-2號,120.1703956,23.1673762,127,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,43,181,4.209302326,3.4
臺南市私立佳里劍橋幼兒園,私立,臺南市,佳里區,臺南市佳里區公園路12號,120.174382,23.1538053,120,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,20,86,4.3,1.6
臺南市私立佳祥幼兒園,私立,臺南市,佳里區,臺南市佳里區公園路509號,120.1736423,23.166364,60,104學年度,追蹤評鑑,全數指標通過追蹤評鑑,7,35,5,2.5
臺南市私立善行幼兒園,私立,臺南市,佳里區,臺南市佳里區中和街92號,120.1758219,23.161259,60,103學年度,追蹤評鑑,全數指標通過追蹤評鑑,8,27,3.375,3.5
